04.03.2001,19,1,Volksinitiative,2004,Frauenfeld,4551,Aadorf,4886,2208,,,2166,331,1835,45.2
04.03.2001,19,1,Volksinitiative,2006,M�nchwilen,4711,Affeltrangen,1400,796,,,760,47,713,56.9
04.03.2001,19,1,Volksinitiative,2005,Kreuzlingen,4641,Altnau,1147,634,,,626,99,527,55.3
04.03.2001,19,1,Volksinitiative,2008,Weinfelden,4881,Amlikon-Bissegg,823,512,,,508,28,480,62.2
04.03.2001,19,1,Volksinitiative,2002,Bischofszell,4461,Amriswil,6597,3006,,,2926,388,2538,45.6
04.03.2001,19,1,Volksinitiative,2001,Arbon,4401,Arbon,7613,3548,,,3410,556,2854,46.6
04.03.2001,19,1,Volksinitiative,2003,Diessenhofen,4536,Basadingen-Schlattingen,1039,615,,,614,60,554,59.2
04.03.2001,19,1,Volksinitiative,2008,Weinfelden,4891,Berg,1856,997,,,993,108,885,53.7
04.03.2001,19,1,Volksinitiative,2007,Steckborn,4801,Berlingen,533,300,,,286,40,246,56.3
04.03.2001,19,1,Volksinitiative,2006,M�nchwilen,4716,Bettwiesen,566,341,,,332,33,299,60.2
04.03.2001,19,1,Volksinitiative,2006,M�nchwilen,4721,Bichelsee-Balterswil,1580,972,,,964,132,832,61.5
04.03.2001,19,1,Volksinitiative,2008,Weinfelden,4901,Birwinken,825,463,,,451,26,425,56.1
04.03.2001,19,1,Volksinitiative,2002,Bischofszell,4471,Bischofszell,3373,1683,,,1643,217,1426,49.9
04.03.2001,19,1,Volksinitiative,2005,Kreuzlingen,4643,Bottighofen,1168,649,,,640,136,504,55.6
04.03.2001,19,1,Volksinitiative,2006,M�nchwilen,4723,Braunau,470,293,,,288,33,255,62.3
04.03.2001,19,1,Volksinitiative,2008,Weinfelden,4911,B�rglen (TG),1800,972,,,970,102,868,54
04.03.2001,19,1,Volksinitiative,2008,Weinfelden,4921,Bussnang,1419,806,,,801,79,722,56.8
04.03.2001,19,1,Volksinitiative,2003,Diessenhofen,4545,Diessenhofen,1872,1017,,,1015,139,876,54.3
04.03.2001,19,1,Volksinitiative,2001,Arbon,4406,Dozwil,343,249,,,249,27,222,72.6
04.03.2001,19,1,Volksinitiative,2001,Arbon,4411,Egnach,2676,1504,,,1469,187,1282,56.2
04.03.2001,19,1,Volksinitiative,2002,Bischofszell,4476,Erlen,1888,968,,,951,97,854,51.3
04.03.2001,19,1,Volksinitiative,2005,Kreuzlingen,4646,Ermatingen,1664,885,,,879,106,773,53.2
04.03.2001,19,1,Volksinitiative,2007,Steckborn,4806,Eschenz,1020,638,,,638,58,580,62.5
04.03.2001,19,1,Volksinitiative,2006,M�nchwilen,4724,Eschlikon,2204,1172,,,1163,195,968,53.2
04.03.2001,19,1,Volksinitiative,2004,Frauenfeld,4561,Felben-Wellhausen,1361,702,,,691,98,593,51.6
04.03.2001,19,1,Volksinitiative,2006,M�nchwilen,4726,Fischingen,1796,1061,,,1053,89,964,59.1
