DATUM_ABSTIMMUNG,VORLAGE_BEZEICHNUNG,VORLAGEART_CODE,VORLAGEART_BEZEICHNUNG,BEZIRK_NR,BEZIRK_NAME,BFS_NR_GEMEINDE,GEMEINDE_NAME,STIMMBERECHTIGTE,EINGELEGTE_STIMMZETTEL,LEERE_STIMMEN,UNGUELTIGE_STIMMEN,GUELTIGE_STIMMEN,JA_STIMMEN,NEIN_STIMMEN,STIMMBETEILIGUNG
12.03.2000,2,1,Volksinitiative,2004,Frauenfeld,4551,Aadorf,4820,1805,,,1712,574,1138,37.4
12.03.2000,2,1,Volksinitiative,2006,M�nchwilen,4711,Affeltrangen,1396,616,,,593,196,397,44.1
12.03.2000,2,1,Volksinitiative,2005,Kreuzlingen,4641,Altnau,1121,462,,,447,128,319,41.2
12.03.2000,2,1,Volksinitiative,2008,Weinfelden,4881,Amlikon-Bissegg,791,376,,,372,111,261,47.5
12.03.2000,2,1,Volksinitiative,2002,Bischofszell,4461,Amriswil,6545,2117,,,2071,681,1390,32.3
12.03.2000,2,1,Volksinitiative,2001,Arbon,4401,Arbon,7602,2546,,,2448,870,1578,33.5
12.03.2000,2,1,Volksinitiative,2003,Diessenhofen,4536,Basadingen-Schlattingen,1051,478,,,462,136,326,45.5
12.03.2000,2,1,Volksinitiative,2008,Weinfelden,4891,Berg,1847,792,,,770,258,512,42.9
12.03.2000,2,1,Volksinitiative,2007,Steckborn,4801,Berlingen,546,267,,,259,81,178,48.9
12.03.2000,2,1,Volksinitiative,2006,M�nchwilen,4716,Bettwiesen,552,234,,,230,85,145,42.4
12.03.2000,2,1,Volksinitiative,2006,M�nchwilen,4721,Bichelsee-Balterswil,1601,640,,,619,187,432,40
12.03.2000,2,1,Volksinitiative,2008,Weinfelden,4901,Birwinken,844,397,,,378,152,226,47
12.03.2000,2,1,Volksinitiative,2002,Bischofszell,4471,Bischofszell,3332,1499,,,1427,396,1031,45
12.03.2000,2,1,Volksinitiative,2005,Kreuzlingen,4643,Bottighofen,1112,487,,,474,129,345,43.8
12.03.2000,2,1,Volksinitiative,2006,M�nchwilen,4723,Braunau,470,215,,,212,68,144,45.7
12.03.2000,2,1,Volksinitiative,2008,Weinfelden,4911,B�rglen (TG),1832,687,,,673,210,463,37.5
12.03.2000,2,1,Volksinitiative,2008,Weinfelden,4921,Bussnang,1424,841,,,803,251,552,59.1
12.03.2000,2,1,Volksinitiative,2003,Diessenhofen,4545,Diessenhofen,1869,787,,,771,241,530,42.1
12.03.2000,2,1,Volksinitiative,2001,Arbon,4406,Dozwil,341,206,,,202,102,100,60.4
12.03.2000,2,1,Volksinitiative,2001,Arbon,4411,Egnach,2636,1113,,,1072,335,737,42.2
12.03.2000,2,1,Volksinitiative,2002,Bischofszell,4476,Erlen,1864,693,,,661,225,436,37.2
12.03.2000,2,1,Volksinitiative,2005,Kreuzlingen,4646,Ermatingen,1656,762,,,741,220,521,46
12.03.2000,2,1,Volksinitiative,2007,Steckborn,4806,Eschenz,1001,469,,,461,159,302,46.9
12.03.2000,2,1,Volksinitiative,2006,M�nchwilen,4724,Eschlikon,2127,860,,,846,295,551,40.4
12.03.2000,2,1,Volksinitiative,2004,Frauenfeld,4561,Felben-Wellhausen,1343,540,,,528,153,375,40.2
12.03.2000,2,1,Volksinitiative,2006,M�nchwilen,4726,Fischingen,1785,787,,,773,256,517,44.1
12.03.2000,2,1,Volksinitiative,2004,Frauenfeld,4566,Frauenfeld,13216,5528,,,5371,1537,3834,41.8
