02.12.2001,25,1,Volksinitiative,2004,Frauenfeld,4551,Aadorf,4873,1488,,,1460,273,1187,30.5
02.12.2001,25,1,Volksinitiative,2006,M�nchwilen,4711,Affeltrangen,1404,538,,,520,65,455,38.3
02.12.2001,25,1,Volksinitiative,2005,Kreuzlingen,4641,Altnau,1177,407,,,401,73,328,34.6
02.12.2001,25,1,Volksinitiative,2008,Weinfelden,4881,Amlikon-Bissegg,810,358,,,354,27,327,44.2
02.12.2001,25,1,Volksinitiative,2002,Bischofszell,4461,Amriswil,6610,1907,,,1859,255,1604,28.9
02.12.2001,25,1,Volksinitiative,2001,Arbon,4401,Arbon,7629,2177,,,2072,405,1667,28.5
02.12.2001,25,1,Volksinitiative,2003,Diessenhofen,4536,Basadingen-Schlattingen,1044,323,,,319,58,261,30.9
02.12.2001,25,1,Volksinitiative,2008,Weinfelden,4891,Berg,1868,677,,,669,92,577,36.2
02.12.2001,25,1,Volksinitiative,2007,Steckborn,4801,Berlingen,519,229,,,221,35,186,44.1
02.12.2001,25,1,Volksinitiative,2006,M�nchwilen,4716,Bettwiesen,587,242,,,242,27,215,41.2
02.12.2001,25,1,Volksinitiative,2006,M�nchwilen,4721,Bichelsee-Balterswil,1612,575,,,568,92,476,35.7
02.12.2001,25,1,Volksinitiative,2008,Weinfelden,4901,Birwinken,845,319,,,311,59,252,37.8
02.12.2001,25,1,Volksinitiative,2002,Bischofszell,4471,Bischofszell,3376,1153,,,1126,185,941,34.2
02.12.2001,25,1,Volksinitiative,2005,Kreuzlingen,4643,Bottighofen,1213,476,,,467,69,398,39.2
02.12.2001,25,1,Volksinitiative,2006,M�nchwilen,4723,Braunau,481,222,,,215,28,187,46.2
02.12.2001,25,1,Volksinitiative,2008,Weinfelden,4911,B�rglen (TG),1832,632,,,619,71,548,34.5
02.12.2001,25,1,Volksinitiative,2008,Weinfelden,4921,Bussnang,1437,569,,,559,81,478,39.6
02.12.2001,25,1,Volksinitiative,2003,Diessenhofen,4545,Diessenhofen,1894,697,,,692,96,596,36.8
02.12.2001,25,1,Volksinitiative,2001,Arbon,4406,Dozwil,332,171,,,167,25,142,51.5
02.12.2001,25,1,Volksinitiative,2001,Arbon,4411,Egnach,2696,1002,,,973,139,834,37.2
02.12.2001,25,1,Volksinitiative,2002,Bischofszell,4476,Erlen,1888,557,,,538,64,474,29.5
02.12.2001,25,1,Volksinitiative,2005,Kreuzlingen,4646,Ermatingen,1679,605,,,596,82,514,36
02.12.2001,25,1,Volksinitiative,2007,Steckborn,4806,Eschenz,1038,384,,,382,41,341,37
02.12.2001,25,1,Volksinitiative,2006,M�nchwilen,4724,Eschlikon,2262,812,,,786,149,637,35.9
02.12.2001,25,1,Volksinitiative,2004,Frauenfeld,4561,Felben-Wellhausen,1375,504,,,495,84,411,36.7
02.12.2001,25,1,Volksinitiative,2006,M�nchwilen,4726,Fischingen,1809,1187,,,1168,158,1010,65.6
02.12.2001,25,1,Volksinitiative,2004,Frauenfeld,4566,Frauenfeld,13705,5384,,,5300,1054,4246,39.3
02.12.2001,25,1,Volksinitiative,2004,Frauenfeld,4571,Gachnang,2080,715,,,709,143,566,34.4
02.12.2001,25,1,Volksinitiative,2005,Kreuzlingen,4651,Gottlieben,177,73,,,70,7,63,41.2
02.12.2001,25,1,Volksinitiative,2005,Kreuzlingen,4656,G�ttingen,879,308,,,303,44,259,35
02.12.2001,25,1,Volksinitiative,2002,Bischofszell,4486,Hauptwil-Gottshaus,1253,406,,,393,44,349,32.4
02.12.2001,25,1,Volksinitiative,2001,Arbon,4416,Hefenhofen,762,234,,,223,39,184,30.7
02.12.2001,25,1,Volksinitiative,2007,Steckborn,4811,Herdern,624,280,,,277,31,246,44.9
02.12.2001,25,1,Volksinitiative,2002,Bischofszell,4495,Hohentannen,391,154,,,149,30,119,39.4
