04.03.2001,18,1,Volksinitiative,2004,Frauenfeld,4551,Aadorf,4886,2203,,,2153,835,1318,45.1
04.03.2001,18,1,Volksinitiative,2006,M�nchwilen,4711,Affeltrangen,1400,795,,,756,297,459,56.8
04.03.2001,18,1,Volksinitiative,2005,Kreuzlingen,4641,Altnau,1147,630,,,623,204,419,54.9
04.03.2001,18,1,Volksinitiative,2008,Weinfelden,4881,Amlikon-Bissegg,823,507,,,503,129,374,61.6
04.03.2001,18,1,Volksinitiative,2002,Bischofszell,4461,Amriswil,6597,3010,,,2923,981,1942,45.6
04.03.2001,18,1,Volksinitiative,2001,Arbon,4401,Arbon,7613,3549,,,3386,1308,2078,46.6
04.03.2001,18,1,Volksinitiative,2003,Diessenhofen,4536,Basadingen-Schlattingen,1039,616,,,610,211,399,59.3
04.03.2001,18,1,Volksinitiative,2008,Weinfelden,4891,Berg,1856,997,,,980,324,656,53.7
04.03.2001,18,1,Volksinitiative,2007,Steckborn,4801,Berlingen,533,300,,,283,87,196,56.3
04.03.2001,18,1,Volksinitiative,2006,M�nchwilen,4716,Bettwiesen,566,340,,,328,121,207,60.1
04.03.2001,18,1,Volksinitiative,2006,M�nchwilen,4721,Bichelsee-Balterswil,1580,968,,,956,335,621,61.3
04.03.2001,18,1,Volksinitiative,2008,Weinfelden,4901,Birwinken,825,484,,,464,147,317,58.7
04.03.2001,18,1,Volksinitiative,2002,Bischofszell,4471,Bischofszell,3373,1679,,,1629,544,1085,49.8
04.03.2001,18,1,Volksinitiative,2005,Kreuzlingen,4643,Bottighofen,1168,648,,,635,236,399,55.5
04.03.2001,18,1,Volksinitiative,2006,M�nchwilen,4723,Braunau,470,293,,,284,72,212,62.3
04.03.2001,18,1,Volksinitiative,2008,Weinfelden,4911,B�rglen (TG),1800,970,,,955,296,659,53.9
04.03.2001,18,1,Volksinitiative,2008,Weinfelden,4921,Bussnang,1419,799,,,785,266,519,56.3
04.03.2001,18,1,Volksinitiative,2003,Diessenhofen,4545,Diessenhofen,1872,1016,,,1005,307,698,54.3
04.03.2001,18,1,Volksinitiative,2001,Arbon,4406,Dozwil,343,249,,,247,110,137,72.6
04.03.2001,18,1,Volksinitiative,2001,Arbon,4411,Egnach,2676,1501,,,1453,443,1010,56.1
04.03.2001,18,1,Volksinitiative,2002,Bischofszell,4476,Erlen,1888,967,,,947,288,659,51.2
04.03.2001,18,1,Volksinitiative,2005,Kreuzlingen,4646,Ermatingen,1664,885,,,873,275,598,53.2
04.03.2001,18,1,Volksinitiative,2007,Steckborn,4806,Eschenz,1020,635,,,624,196,428,62.3
04.03.2001,18,1,Volksinitiative,2006,M�nchwilen,4724,Eschlikon,2204,1169,,,1164,430,734,53
04.03.2001,18,1,Volksinitiative,2004,Frauenfeld,4561,Felben-Wellhausen,1361,701,,,686,251,435,51.5
04.03.2001,18,1,Volksinitiative,2006,M�nchwilen,4726,Fischingen,1796,1049,,,1036,313,723,58.4
04.03.2001,18,1,Volksinitiative,2004,Frauenfeld,4566,Frauenfeld,13607,7385,,,7263,2573,4690,54.3
04.03.2001,18,1,Volksinitiative,2004,Frauenfeld,4571,Gachnang,2008,1147,,,1130,424,706,57.1
04.03.2001,18,1,Volksinitiative,2005,Kreuzlingen,4651,Gottlieben,179,99,,,98,32,66,55.3
04.03.2001,18,1,Volksinitiative,2005,Kreuzlingen,4656,G�ttingen,863,456,,,449,144,305,52.8
04.03.2001,18,1,Volksinitiative,2002,Bischofszell,4486,Hauptwil-Gottshaus,1236,680,,,670,189,481,55
04.03.2001,18,1,Volksinitiative,2001,Arbon,4416,Hefenhofen,750,367,,,331,110,221,48.9
04.03.2001,18,1,Volksinitiative,2007,Steckborn,4811,Herdern,598,356,,,350,84,266,59.5
04.03.2001,18,1,Volksinitiative,2002,Bischofszell,4495,Hohentannen,385,225,,,216,50,166,58.4
04.03.2001,18,1,Volksinitiative,2007,Steckborn,4816,Homburg,995,621,,,597,156,441,62.4
04.03.2001,18,1,Volksinitiative,2001,Arbon,4421,Horn,1546,919,,,915,298,617,59.4
04.03.2001,18,1,Volksinitiative,2004,Frauenfeld,4590,H�ttlingen,577,369,,,365,119,246,64
04.03.2001,18,1,Volksinitiative,2007,Steckborn,4821,H�ttwilen,961,604,,,596,177,419,62.9
04.03.2001,18,1,Volksinitiative,2005,Kreuzlingen,4666,Kemmental,1484,802,,,763,244,519,54
04.03.2001,18,1,Volksinitiative,2001,Arbon,4426,Kesswil,577,346,,,343,124,219,60
04.03.2001,18,1,Volksinitiative,2002,Bischofszell,4501,Kradolf-Sch�nenberg,1822,949,,,921,263,658,52.1
04.03.2001,18,1,Volksinitiative,2005,Kreuzlingen,4671,Kreuzlingen,8541,4097,,,3743,1434,2309,48
04.03.2001,18,1,Volksinitiative,2005,Kreuzlingen,4681,Langrickenbach,702,403,,,400,116,284,57.4
04.03.2001,18,1,Volksinitiative,2005,Kreuzlingen,4683,Lengwil,762,417,,,413,124,289,54.7
04.03.2001,18,1,Volksinitiative,2006,M�nchwilen,4741,Lommis,636,345,,,342,119,223,54.2
04.03.2001,18,1,Volksinitiative,2007,Steckborn,4826,Mammern,315,187,,,186,59,127,59.4
04.03.2001,18,1,Volksinitiative,2008,Weinfelden,4941,M�rstetten,1521,852,,,848,269,579,56
04.03.2001,18,1,Volksinitiative,2004,Frauenfeld,4591,Matzingen,1408,743,,,724,274,450,52.8
04.03.2001,18,1,Volksinitiative,2007,Steckborn,4831,M�llheim,1475,750,,,703,230,473,50.8
04.03.2001,18,1,Volksinitiative,2006,M�nchwilen,4746,M�nchwilen (TG),2663,1277,,,1211,408,803,48
04.03.2001,18,1,Volksinitiative,2005,Kreuzlingen,4691,M�nsterlingen,1327,662,,,649,221,428,49.9
04.03.2001,18,1,Volksinitiative,2004,Frauenfeld,4601,Neunforn,685,413,,,408,145,263,60.3
04.03.2001,18,1,Volksinitiative,2007,Steckborn,4841,Pfyn,1171,654,,,647,231,416,55.8
04.03.2001,18,1,Volksinitiative,2007,Steckborn,4846,Raperswilen,287,192,,,191,43,148,66.9
04.03.2001,18,1,Volksinitiative,2006,M�nchwilen,4751,Rickenbach (TG),1377,647,,,646,251,395,47
04.03.2001,18,1,Volksinitiative,2001,Arbon,4431,Roggwil (TG),1700,916,,,889,288,601,53.9
04.03.2001,18,1,Volksinitiative,2001,Arbon,4436,Romanshorn,5389,2883,,,2841,1003,1838,53.5
04.03.2001,18,1,Volksinitiative,2007,Steckborn,4851,Salenstein,753,427,,,424,126,298,56.7
04.03.2001,18,1,Volksinitiative,2001,Arbon,4441,Salmsach,781,415,,,410,157,253,53.1
04.03.2001,18,1,Volksinitiative,2003,Diessenhofen,4546,Schlatt (TG),1031,596,,,585,177,408,57.8
04.03.2001,18,1,Volksinitiative,2006,M�nchwilen,4756,Sch�nholzerswilen,519,323,,,315,92,223,62.2
04.03.2001,18,1,Volksinitiative,2006,M�nchwilen,4761,Sirnach,3734,1850,,,1836,654,1182,49.5
04.03.2001,18,1,Volksinitiative,2001,Arbon,4446,Sommeri,353,221,,,220,74,146,62.6
04.03.2001,18,1,Volksinitiative,2007,Steckborn,4864,Steckborn,2013,1088,,,1049,375,674,54
04.03.2001,18,1,Volksinitiative,2004,Frauenfeld,4606,Stettfurt,682,377,,,373,108,265,55.3
04.03.2001,18,1,Volksinitiative,2002,Bischofszell,4506,Sulgen,2080,1154,,,1139,354,785,55.5
04.03.2001,18,1,Volksinitiative,2005,Kreuzlingen,4696,T�gerwilen,1955,1029,,,1008,299,709,52.6
04.03.2001,18,1,Volksinitiative,2004,Frauenfeld,4611,Thundorf,871,484,,,479,137,342,55.6
04.03.2001,18,1,Volksinitiative,2006,M�nchwilen,4776,Tobel-T�gerschen,840,475,,,468,166,302,56.5
