08.02.2004;49;3;Obligatorisches Referendum;2004;Frauenfeld;4551;Aadorf;4972;1799;12;22;1765;595;1170;36.18
08.02.2004;49;3;Obligatorisches Referendum;2006;M�nchwilen;4711;Affeltrangen;1451;542;8;15;519;196;323;37.35
08.02.2004;49;3;Obligatorisches Referendum;2005;Kreuzlingen;4641;Altnau;1219;514;1;7;506;172;334;42.17
08.02.2004;49;3;Obligatorisches Referendum;2008;Weinfelden;4881;Amlikon-Bissegg;817;323;8;0;315;117;198;39.53
08.02.2004;49;3;Obligatorisches Referendum;2002;Bischofszell;4461;Amriswil;6761;2069;13;50;2006;694;1312;30.6
08.02.2004;49;3;Obligatorisches Referendum;2001;Arbon;4401;Arbon;7671;2663;21;88;2554;697;1857;34.72
08.02.2004;49;3;Obligatorisches Referendum;2003;Diessenhofen;4536;Basadingen-Schlattingen;1076;451;5;5;441;154;287;41.91
08.02.2004;49;3;Obligatorisches Referendum;2008;Weinfelden;4891;Berg;1973;752;14;1;737;258;479;38.11
08.02.2004;49;3;Obligatorisches Referendum;2007;Steckborn;4801;Berlingen;518;254;2;2;250;99;151;49.03
08.02.2004;49;3;Obligatorisches Referendum;2006;M�nchwilen;4716;Bettwiesen;620;215;0;0;215;76;139;34.68
08.02.2004;49;3;Obligatorisches Referendum;2006;M�nchwilen;4721;Bichelsee-Balterswil;1693;643;4;3;636;213;423;37.98
08.02.2004;49;3;Obligatorisches Referendum;2008;Weinfelden;4901;Birwinken;861;326;5;8;313;85;228;37.86
08.02.2004;49;3;Obligatorisches Referendum;2002;Bischofszell;4471;Bischofszell;3438;1307;17;20;1270;440;830;38.02
08.02.2004;49;3;Obligatorisches Referendum;2005;Kreuzlingen;4643;Bottighofen;1242;542;8;4;530;220;310;43.64
08.02.2004;49;3;Obligatorisches Referendum;2006;M�nchwilen;4723;Braunau;478;231;9;1;221;71;150;48.33
08.02.2004;49;3;Obligatorisches Referendum;2008;Weinfelden;4911;B�rglen;1883;688;12;3;673;244;429;36.54
08.02.2004;49;3;Obligatorisches Referendum;2008;Weinfelden;4921;Bussnang;1422;611;10;0;601;177;424;42.97
08.02.2004;49;3;Obligatorisches Referendum;2003;Diessenhofen;4545;Diessenhofen;1870;787;14;0;773;300;473;42.09
08.02.2004;49;3;Obligatorisches Referendum;2001;Arbon;4406;Dozwil;335;164;1;0;163;38;125;48.96
08.02.2004;49;3;Obligatorisches Referendum;2001;Arbon;4411;Egnach;2789;1092;19;18;1055;326;729;39.15
08.02.2004;49;3;Obligatorisches Referendum;2002;Bischofszell;4476;Erlen;1851;606;3;10;593;207;386;32.74
08.02.2004;49;3;Obligatorisches Referendum;2005;Kreuzlingen;4646;Ermatingen;1691;622;12;8;602;221;381;36.78
08.02.2004;49;3;Obligatorisches Referendum;2007;Steckborn;4806;Eschenz;1051;454;4;0;450;135;315;43.2
08.02.2004;49;3;Obligatorisches Referendum;2006;M�nchwilen;4724;Eschlikon;2344;913;5;26;882;298;584;38.95
08.02.2004;49;3;Obligatorisches Referendum;2004;Frauenfeld;4561;Felben-Wellhausen;1412;484;7;8;469;172;297;34.28
08.02.2004;49;3;Obligatorisches Referendum;2006;M�nchwilen;4726;Fischingen;1842;680;3;0;677;243;434;36.92
08.02.2004;49;3;Obligatorisches Referendum;2004;Frauenfeld;4566;Frauenfeld;14085;5840;67;19;5754;1821;3933;41.46
08.02.2004;49;3;Obligatorisches Referendum;2004;Frauenfeld;4571;Gachnang;2204;850;11;0;839;302;537;38.57
08.02.2004;49;3;Obligatorisches Referendum;2005;Kreuzlingen;4651;Gottlieben;182;94;3;0;91;37;54;51.65
08.02.2004;49;3;Obligatorisches Referendum;2005;Kreuzlingen;4656;G�ttingen;886;351;1;4;346;135;211;39.62
08.02.2004;49;3;Obligatorisches Referendum;2002;Bischofszell;4486;Hauptwil-Gottshaus;1273;452;1;0;451;164;287;35.51
08.02.2004;49;3;Obligatorisches Referendum;2001;Arbon;4416;Hefenhofen;759;272;2;6;264;84;180;35.84
08.02.2004;49;3;Obligatorisches Referendum;2007;Steckborn;4811;Herdern;645;318;3;1;314;113;201;49.3
08.02.2004;49;3;Obligatorisches Referendum;2002;Bischofszell;4495;Hohentannen;387;158;1;5;152;47;105;40.83
08.02.2004;49;3;Obligatorisches Referendum;2007;Steckborn;4816;Homburg;1022;380;6;3;371;136;235;37.18
08.02.2004;49;3;Obligatorisches Referendum;2001;Arbon;4421;Horn;1553;648;5;10;633;248;385;41.73
08.02.2004;49;3;Obligatorisches Referendum;2004;Frauenfeld;4590;H�ttlingen;594;264;3;1;260;87;173;44.44
08.02.2004;49;3;Obligatorisches Referendum;2007;Steckborn;4821;H�ttwilen;984;473;8;2;463;176;287;48.07
08.02.2004;49;3;Obligatorisches Referendum;2005;Kreuzlingen;4666;Kemmental;1490;530;9;0;521;204;317;35.57
08.02.2004;49;3;Obligatorisches Referendum;2001;Arbon;4426;Kesswil;608;284;4;0;280;118;162;46.71
08.02.2004;49;3;Obligatorisches Referendum;2002;Bischofszell;4501;Kradolf-Sch�nenberg;1902;576;7;6;563;205;358;30.28
08.02.2004;49;3;Obligatorisches Referendum;2005;Kreuzlingen;4671;Kreuzlingen;8493;3036;51;105;2880;989;1891;35.75
08.02.2004;49;3;Obligatorisches Referendum;2005;Kreuzlingen;4681;Langrickenbach;713;287;6;1;280;100;180;40.25
08.02.2004;49;3;Obligatorisches Referendum;2005;Kreuzlingen;4683;Lengwil;791;296;7;0;289;96;193;37.42
08.02.2004;49;3;Obligatorisches Referendum;2006;M�nchwilen;4741;Lommis;655;231;3;0;228;91;137;35.27
08.02.2004;49;3;Obligatorisches Referendum;2007;Steckborn;4826;Mammern;319;155;4;0;151;59;92;48.59
08.02.2004;49;3;Obligatorisches Referendum;2008;Weinfelden;4941;M�rstetten;1529;575;3;5;567;220;347;37.61
08.02.2004;49;3;Obligatorisches Referendum;2004;Frauenfeld;4591;Matzingen;1481;477;4;4;469;188;281;32.21
08.02.2004;49;3;Obligatorisches Referendum;2007;Steckborn;4831;M�llheim;1565;521;1;27;493;192;301;33.29
08.02.2004;49;3;Obligatorisches Referendum;2006;M�nchwilen;4746;M�nchwilen;2821;920;4;0;916;292;624;32.61
08.02.2004;49;3;Obligatorisches Referendum;2005;Kreuzlingen;4691;M�nsterlingen;1415;573;5;6;562;176;386;40.49
08.02.2004;49;3;Obligatorisches Referendum;2004;Frauenfeld;4601;Neunforn;710;293;5;0;288;118;170;41.27
08.02.2004;49;3;Obligatorisches Referendum;2007;Steckborn;4841;Pfyn;1227;432;4;1;427;146;281;35.21
08.02.2004;49;3;Obligatorisches Referendum;2007;Steckborn;4846;Raperswilen;280;103;2;0;101;39;62;36.79
08.02.2004;49;3;Obligatorisches Referendum;2006;M�nchwilen;4751;Rickenbach b. Wil;1407;470;0;18;452;200;252;33.4
08.02.2004;49;3;Obligatorisches Referendum;2001;Arbon;4431;Roggwil;1781;784;5;2;777;273;504;44.02
08.02.2004;49;3;Obligatorisches Referendum;2001;Arbon;4436;Romanshorn;5502;2137;17;19;2101;551;1550;38.84
08.02.2004;49;3;Obligatorisches Referendum;2007;Steckborn;4851;Salenstein;790;347;1;0;346;127;219;43.92
08.02.2004;49;3;Obligatorisches Referendum;2001;Arbon;4441;Salmsach;807;252;1;0;251;74;177;31.23
08.02.2004;49;3;Obligatorisches Referendum;2003;Diessenhofen;4546;Schlatt;1050;469;6;0;463;217;246;44.67
08.02.2004;49;3;Obligatorisches Referendum;2006;M�nchwilen;4756;Sch�nholzerswilen;527;208;1;0;207;72;135;39.47
08.02.2004;49;3;Obligatorisches Referendum;2006;M�nchwilen;4761;Sirnach;4015;1332;14;0;1318;494;824;33.18
08.02.2004;49;3;Obligatorisches Referendum;2001;Arbon;4446;Sommeri;343;162;0;3;159;53;106;47.23
08.02.2004;49;3;Obligatorisches Referendum;2007;Steckborn;4864;Steckborn;2064;798;8;16;774;274;500;38.66
08.02.2004;49;3;Obligatorisches Referendum;2004;Frauenfeld;4606;Stettfurt;735;301;1;9;291;123;168;40.95
08.02.2004;49;3;Obligatorisches Referendum;2002;Bischofszell;4506;Sulgen;2081;862;13;0;849;293;556;41.42
08.02.2004;49;3;Obligatorisches Referendum;2005;Kreuzlingen;4696;T�gerwilen;2022;727;14;15;698;272;426;35.95
08.02.2004;49;3;Obligatorisches Referendum;2004;Frauenfeld;4611;Thundorf;877;339;7;0;332;102;230;38.65
08.02.2004;49;3;Obligatorisches Referendum;2006;M�nchwilen;4776;Tobel-T�gerschen;874;306;2;0;304;120;184;35.01
08.02.2004;49;3;Obligatorisches Referendum;2004;Frauenfeld;4616;Uesslingen-Buch;741;301;9;0;292;95;197;40.62
08.02.2004;49;3;Obligatorisches Referendum;2001;Arbon;4451;Uttwil;1005;443;4;0;439;154;285;44.08
08.02.2004;49;3;Obligatorisches Referendum;2007;Steckborn;4871;Wagenhausen;1078;438;9;1;428;128;300;40.63
08.02.2004;49;3;Obligatorisches Referendum;2005;Kreuzlingen;4701;W�ldi;640;283;4;0;279;120;159;44.22
08.02.2004;49;3;Obligatorisches Referendum;2006;M�nchwilen;4781;W�ngi;2703;1039;14;25;1000;332;668;38.44
08.02.2004;49;3;Obligatorisches Referendum;2004;Frauenfeld;4621;Warth-Weiningen;862;369;5;1;363;139;224;42.81
08.02.2004;49;3;Obligatorisches Referendum;2008;Weinfelden;4946;Weinfelden;6329;2794;53;46;2695;855;1840;44.15
08.02.2004;49;3;Obligatorisches Referendum;2008;Weinfelden;4951;Wigoltingen;1415;474;5;4;465;173;292;33.5
08.02.2004;49;3;Obligatorisches Referendum;2006;M�nchwilen;4786;Wilen;1247;506;4;11;491;165;326;40.58
08.02.2004;49;3;Obligatorisches Referendum;2006;M�nchwilen;4791;Wuppenau;717;286;3;0;283;95;188;39.89
