DATUM_ABSTIMMUNG,VORLAGE_BEZEICHNUNG,VORLAGEART_CODE,VORLAGEART_BEZEICHNUNG,BEZIRK_NR,BEZIRK_NAME,BFS_NR_GEMEINDE,GEMEINDE_NAME,STIMMBERECHTIGTE,EINGELEGTE_STIMMZETTEL,LEERE_STIMMEN,UNGUELTIGE_STIMMEN,GUELTIGE_STIMMEN,JA_STIMMEN,NEIN_STIMMEN,STIMMBETEILIGUNG
24.09.2000,9,1,Volksinitiative,2007,Steckborn,4821,H�ttwilen,955,478,,,471,169,302,50.1
24.09.2000,9,1,Volksinitiative,2005,Kreuzlingen,4666,Kemmental,1492,831,,,790,371,419,55.7
24.09.2000,9,1,Volksinitiative,2001,Arbon,4426,Kesswil,575,285,,,282,102,180,49.6
24.09.2000,9,1,Volksinitiative,2002,Bischofszell,4501,Kradolf-Sch�nenberg,1822,685,,,680,294,386,37.6
24.09.2000,9,1,Volksinitiative,2005,Kreuzlingen,4671,Kreuzlingen,8557,3418,,,3168,1410,1758,39.9
24.09.2000,9,1,Volksinitiative,2005,Kreuzlingen,4681,Langrickenbach,710,323,,,312,147,165,45.5
24.09.2000,9,1,Volksinitiative,2005,Kreuzlingen,4683,Lengwil,756,329,,,323,164,159,43.5
24.09.2000,9,1,Volksinitiative,2006,M�nchwilen,4741,Lommis,635,277,,,275,149,126,43.6
24.09.2000,9,1,Volksinitiative,2007,Steckborn,4826,Mammern,319,136,,,134,50,84,42.6
24.09.2000,9,1,Volksinitiative,2008,Weinfelden,4941,M�rstetten,1537,592,,,588,223,365,38.5
24.09.2000,9,1,Volksinitiative,2004,Frauenfeld,4591,Matzingen,1393,583,,,563,223,340,41.9
24.09.2000,9,1,Volksinitiative,2007,Steckborn,4831,M�llheim,1470,523,,,518,219,299,35.6
24.09.2000,9,1,Volksinitiative,2006,M�nchwilen,4746,M�nchwilen (TG),2662,1093,,,1073,439,634,41.1
24.09.2000,9,1,Volksinitiative,2005,Kreuzlingen,4691,M�nsterlingen,1330,606,,,601,235,366,45.6
24.09.2000,9,1,Volksinitiative,2004,Frauenfeld,4601,Neunforn,682,343,,,338,126,212,50.3
24.09.2000,9,1,Volksinitiative,2007,Steckborn,4841,Pfyn,1155,470,,,464,221,243,40.7
24.09.2000,9,1,Volksinitiative,2007,Steckborn,4846,Raperswilen,290,146,,,144,80,64,50.3
24.09.2000,9,1,Volksinitiative,2006,M�nchwilen,4751,Rickenbach (TG),1385,569,,,565,282,283,41.1
24.09.2000,9,1,Volksinitiative,2001,Arbon,4431,Roggwil (TG),1684,698,,,683,303,380,41.4
24.09.2000,9,1,Volksinitiative,2001,Arbon,4436,Romanshorn,5410,2370,,,2339,1126,1213,43.8
24.09.2000,9,1,Volksinitiative,2007,Steckborn,4851,Salenstein,750,378,,,376,150,226,50.4
24.09.2000,9,1,Volksinitiative,2001,Arbon,4441,Salmsach,788,268,,,262,108,154,34
24.09.2000,9,1,Volksinitiative,2003,Diessenhofen,4546,Schlatt (TG),1020,462,,,454,163,291,45.3
24.09.2000,9,1,Volksinitiative,2006,M�nchwilen,4756,Sch�nholzerswilen,524,246,,,244,121,123,46.9
24.09.2000,9,1,Volksinitiative,2006,M�nchwilen,4761,Sirnach,3691,1705,,,1673,811,862,46.2
24.09.2000,9,1,Volksinitiative,2001,Arbon,4446,Sommeri,346,165,,,163,97,66,47.7
24.09.2000,9,1,Volksinitiative,2007,Steckborn,4864,Steckborn,2009,901,,,876,325,551,44.8
24.09.2000,9,1,Volksinitiative,2004,Frauenfeld,4606,Stettfurt,682,317,,,313,109,204,46.5
24.09.2000,9,1,Volksinitiative,2002,Bischofszell,4506,Sulgen,2058,887,,,878,442,436,43.1
24.09.2000,9,1,Volksinitiative,2005,Kreuzlingen,4696,T�gerwilen,1946,818,,,801,343,458,42
24.09.2000,9,1,Volksinitiative,2004,Frauenfeld,4611,Thundorf,868,357,,,349,130,219,41.1
24.09.2000,9,1,Volksinitiative,2006,M�nchwilen,4776,Tobel-T�gerschen,829,336,,,333,193,140,40.5
24.09.2000,9,1,Volksinitiative,2004,Frauenfeld,4616,Uesslingen-Buch,744,353,,,348,121,227,47.4
24.09.2000,9,1,Volksinitiative,2001,Arbon,4451,Uttwil,965,419,,,414,194,220,43.4
24.09.2000,9,1,Volksinitiative,2007,Steckborn,4871,Wagenhausen,1029,445,,,435,189,246,43.2
24.09.2000,9,1,Volksinitiative,2005,Kreuzlingen,4701,W�ldi,622,315,,,314,144,170,50.6
24.09.2000,9,1,Volksinitiative,2006,M�nchwilen,4781,W�ngi,2571,1123,,,1073,495,578,43.7
24.09.2000,9,1,Volksinitiative,2004,Frauenfeld,4621,Warth-Weiningen,791,400,,,381,162,219,50.6
24.09.2000,9,1,Volksinitiative,2008,Weinfelden,4946,Weinfelden,6244,3012,,,2871,1230,1641,48.2
24.09.2000,9,1,Volksinitiative,2008,Weinfelden,4951,Wigoltingen,1377,578,,,559,238,321,42
24.09.2000,9,1,Volksinitiative,2006,M�nchwilen,4786,Wilen (TG),1221,573,,,538,238,300,46.9
24.09.2000,9,1,Volksinitiative,2006,M�nchwilen,4791,Wuppenau,720,337,,,332,162,170,46.8
24.09.2000,9,1,Volksinitiative,2002,Bischofszell,4511,Zihlschlacht-Sitterdorf,1255,750,,,713,315,398,59.8
