02.12.2001,24,1,Volksinitiative,2004,Frauenfeld,4551,Aadorf,4873,1488,,,1455,320,1135,30.5
02.12.2001,24,1,Volksinitiative,2006,M�nchwilen,4711,Affeltrangen,1404,535,,,514,96,418,38.1
02.12.2001,24,1,Volksinitiative,2005,Kreuzlingen,4641,Altnau,1177,405,,,395,93,302,34.4
02.12.2001,24,1,Volksinitiative,2008,Weinfelden,4881,Amlikon-Bissegg,810,360,,,352,42,310,44.4
02.12.2001,24,1,Volksinitiative,2002,Bischofszell,4461,Amriswil,6610,1910,,,1854,395,1459,28.9
02.12.2001,24,1,Volksinitiative,2001,Arbon,4401,Arbon,7629,2179,,,2059,525,1534,28.6
02.12.2001,24,1,Volksinitiative,2003,Diessenhofen,4536,Basadingen-Schlattingen,1044,324,,,318,62,256,31
02.12.2001,24,1,Volksinitiative,2008,Weinfelden,4891,Berg,1868,677,,,664,94,570,36.2
02.12.2001,24,1,Volksinitiative,2007,Steckborn,4801,Berlingen,519,228,,,221,59,162,43.9
02.12.2001,24,1,Volksinitiative,2006,M�nchwilen,4716,Bettwiesen,587,242,,,242,33,209,41.2
02.12.2001,24,1,Volksinitiative,2006,M�nchwilen,4721,Bichelsee-Balterswil,1612,574,,,573,125,448,35.6
02.12.2001,24,1,Volksinitiative,2008,Weinfelden,4901,Birwinken,845,319,,,311,63,248,37.8
02.12.2001,24,1,Volksinitiative,2002,Bischofszell,4471,Bischofszell,3376,1148,,,1116,204,912,34
02.12.2001,24,1,Volksinitiative,2005,Kreuzlingen,4643,Bottighofen,1213,477,,,466,95,371,39.3
02.12.2001,24,1,Volksinitiative,2006,M�nchwilen,4723,Braunau,481,222,,,214,35,179,46.2
02.12.2001,24,1,Volksinitiative,2008,Weinfelden,4911,B�rglen (TG),1832,637,,,620,110,510,34.8
02.12.2001,24,1,Volksinitiative,2008,Weinfelden,4921,Bussnang,1437,567,,,556,120,436,39.5
02.12.2001,24,1,Volksinitiative,2003,Diessenhofen,4545,Diessenhofen,1894,693,,,684,155,529,36.6
02.12.2001,24,1,Volksinitiative,2001,Arbon,4406,Dozwil,332,169,,,161,34,127,50.9
02.12.2001,24,1,Volksinitiative,2001,Arbon,4411,Egnach,2696,1002,,,968,205,763,37.2
02.12.2001,24,1,Volksinitiative,2002,Bischofszell,4476,Erlen,1888,557,,,538,87,451,29.5
02.12.2001,24,1,Volksinitiative,2005,Kreuzlingen,4646,Ermatingen,1679,606,,,601,124,477,36.1
02.12.2001,24,1,Volksinitiative,2007,Steckborn,4806,Eschenz,1038,384,,,376,59,317,37
02.12.2001,24,1,Volksinitiative,2006,M�nchwilen,4724,Eschlikon,2262,816,,,788,176,612,36.1
02.12.2001,24,1,Volksinitiative,2004,Frauenfeld,4561,Felben-Wellhausen,1375,503,,,490,99,391,36.6
02.12.2001,24,1,Volksinitiative,2006,M�nchwilen,4726,Fischingen,1809,1183,,,1156,204,952,65.4
02.12.2001,24,1,Volksinitiative,2004,Frauenfeld,4566,Frauenfeld,13705,5368,,,5243,1394,3849,39.2
02.12.2001,24,1,Volksinitiative,2004,Frauenfeld,4571,Gachnang,2080,715,,,709,161,548,34.4
