DATUM_ABSTIMMUNG,VORLAGE_BEZEICHNUNG,VORLAGEART_CODE,VORLAGEART_BEZEICHNUNG,BEZIRK_NR,BEZIRK_NAME,BFS_NR_GEMEINDE,GEMEINDE_NAME,STIMMBERECHTIGTE,EINGELEGTE_STIMMZETTEL,LEERE_STIMMEN,UNGUELTIGE_STIMMEN,GUELTIGE_STIMMEN,JA_STIMMEN,NEIN_STIMMEN,STIMMBETEILIGUNG
24.09.2000,8,3,Obligatorisches Referendum,2001,Arbon,4431,Roggwil (TG),1684,693,,,664,280,384,41.2
24.09.2000,8,3,Obligatorisches Referendum,2001,Arbon,4436,Romanshorn,5410,2359,,,2269,1033,1236,43.6
24.09.2000,8,3,Obligatorisches Referendum,2007,Steckborn,4851,Salenstein,750,379,,,376,174,202,50.5
24.09.2000,8,3,Obligatorisches Referendum,2001,Arbon,4441,Salmsach,788,268,,,262,121,141,34
24.09.2000,8,3,Obligatorisches Referendum,2003,Diessenhofen,4546,Schlatt (TG),1020,463,,,449,157,292,45.4
24.09.2000,8,3,Obligatorisches Referendum,2006,M�nchwilen,4756,Sch�nholzerswilen,524,245,,,235,80,155,46.8
24.09.2000,8,3,Obligatorisches Referendum,2006,M�nchwilen,4761,Sirnach,3691,1690,,,1626,629,997,45.8
24.09.2000,8,3,Obligatorisches Referendum,2001,Arbon,4446,Sommeri,346,167,,,161,49,112,48.3
24.09.2000,8,3,Obligatorisches Referendum,2007,Steckborn,4864,Steckborn,2009,898,,,832,402,430,44.7
24.09.2000,8,3,Obligatorisches Referendum,2004,Frauenfeld,4606,Stettfurt,682,316,,,310,155,155,46.3
24.09.2000,8,3,Obligatorisches Referendum,2002,Bischofszell,4506,Sulgen,2058,879,,,840,341,499,42.7
24.09.2000,8,3,Obligatorisches Referendum,2005,Kreuzlingen,4696,T�gerwilen,1946,817,,,782,323,459,42
24.09.2000,8,3,Obligatorisches Referendum,2004,Frauenfeld,4611,Thundorf,868,356,,,346,158,188,41
24.09.2000,8,3,Obligatorisches Referendum,2006,M�nchwilen,4776,Tobel-T�gerschen,829,336,,,326,89,237,40.5
24.09.2000,8,3,Obligatorisches Referendum,2004,Frauenfeld,4616,Uesslingen-Buch,744,349,,,338,130,208,46.9
24.09.2000,8,3,Obligatorisches Referendum,2001,Arbon,4451,Uttwil,965,417,,,405,156,249,43.2
24.09.2000,8,3,Obligatorisches Referendum,2007,Steckborn,4871,Wagenhausen,1029,446,,,438,175,263,43.3
24.09.2000,8,3,Obligatorisches Referendum,2005,Kreuzlingen,4701,W�ldi,622,314,,,307,90,217,50.5
24.09.2000,8,3,Obligatorisches Referendum,2006,M�nchwilen,4781,W�ngi,2571,1121,,,1057,417,640,43.6
24.09.2000,8,3,Obligatorisches Referendum,2004,Frauenfeld,4621,Warth-Weiningen,791,402,,,379,140,239,50.8
24.09.2000,8,3,Obligatorisches Referendum,2008,Weinfelden,4946,Weinfelden,6244,2997,,,2758,1248,1510,48
24.09.2000,8,3,Obligatorisches Referendum,2008,Weinfelden,4951,Wigoltingen,1377,578,,,550,197,353,42
24.09.2000,8,3,Obligatorisches Referendum,2006,M�nchwilen,4786,Wilen (TG),1221,570,,,516,237,279,46.7
24.09.2000,8,3,Obligatorisches Referendum,2006,M�nchwilen,4791,Wuppenau,720,334,,,323,119,204,46.4
24.09.2000,8,3,Obligatorisches Referendum,2002,Bischofszell,4511,Zihlschlacht-Sitterdorf,1255,748,,,699,262,437,59.6
